ID Magasin,Nom Magasin,Statut,Boucherie,Boulangerie,Caviar,Charcuterie & Traiteur,Pizza,Petits Fours,Number & Letter Cakes,Pâtisserie,"Décoration, Vaisselle Jetable",Plateaux de sushis,Plateaux de fromages,Plateaux de fruits de mer,Rôtisserie,Plateaux de fruits et de légumes,Menus Traiteur,Buffets et Cocktails Dînatoires,Salades
1362,Market Barcelonnette,Désactivé,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1
1363,Market Antibes - RN7,Activé,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1
1365,Market Bréal Sous Montfort,Activé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1366,Market Ernée - La Hainaud,Activé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1367,Market Baden,Activé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1368,Market Baud,Activé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1369,Market Plouay,Activé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1370,Carrefour Belley,Activé,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1
1371,Market Vaulx en Velin - Carré de Soie,Désactivé,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1
1372,Market Saint Symphorien sur Coise,Désactivé,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1
1373,Market Argentan,Activé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1374,Market Metz - Muse,Désactivé,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1
1375,Market Ambon Muzillac,Désactivé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1376,Market Le Havre - Briand,Activé,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1
1377,Market Saint Jean d'Aulp,Désactivé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1378,Carrefour Touques - Deauville,Désactivé,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1379,Market Saint Sulpice,Activé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1380,Market Guise,Activé,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1
1381,Market Sèvres,Activé,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1
1383,Carrefour Bellegarde sur Valserine,Activé,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1
1384,Carrefour Saint Mard,Activé,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1
1385,Market Fresnoy,Activé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1386,Market Bordeaux - Caudéran Ferry,Activé,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1
1387,Market Mérignac - Montesquieu,Activé,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1
1389,Market Châteauroux - Beaulieu,Désactivé,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1
1390,Market Issoudun,Désactivé,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0
1391,Market Crolles,Activé,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1
1392,Market Varennes sur Allier,Désactivé,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
1393,Market Saint Eloy les Mines,Activé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1394,Market Aigueperse,Activé,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1
1395,Market Azay le Rideau,Activé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1396,Market Langeais,Activé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1397,Market Cérans Foulletourte,Activé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1398,Market Bordeaux - Delattre,Désactivé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1399,Market Charnay lès Mâcon,Activé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1400,Market Créon - Sauveterre,Activé,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1
1401,Market Beautiran,Activé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1402,Market Massy - Grand Ouest,Désactivé,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
1403,Market Evian Les Bains,Désactivé,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1
1404,Market Six Fours les Plages,Activé,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1
1405,Market Avrillé,Activé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1406,Market Toulouse - Minimes,Activé,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1
1407,Market Bourges - Dun sur Auron,Activé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1408,Market Frévent - Ferry,Activé,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1
1409,Market Boulogne - Sud,Activé,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1
1410,Market Gouzon,Activé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1411,Market Le Chambon - Feugerolles,Activé,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1
1412,Market Damville,Désactivé,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1
1413,Market Léon,Activé,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1
1414,Market Aix Les Bains - Verlaine,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1415,Market Bailly - Romainvilliers,Activé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1416,Market Bayonne - Marracq,Activé,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1
1417,Market Beaumont,Désactivé,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1418,Market Boismont,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1419,Market Bordeaux - Victor Hugo,Activé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1420,Market Boulogne Billancourt,Désactivé,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1
1421,Market Bussy Saint Georges,Désactivé,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1422,Market Cazères,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1423,Market Chatillon - Gabriel Peri,Activé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1424,Market Conches En Ouche - Moulin,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1425,Market Fleurance,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1426,Market Fonsorbes,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1427,Market Freneuse,Activé,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1
1428,Market Gannat,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1429,Market La Ferté Saint Aubin,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1430,Market Laon - Christ,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1431,Market Le Plessis Robinson - Place,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1432,Market Le Pré Saint Gervais,Désactivé,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
1433,Market Le Trait,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1434,Market Louviers - Champ De Ville,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1435,Market Lyon - Frères Lumiere,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1436,Market Melun - Gaillardon,Activé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1437,Market Montrejeau,Désactivé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1438,Market Nogaro,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1439,Market Nonancourt,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1440,Market Paris - Alésia,Désactivé,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1441,Market Paris - Clignancourt,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1442,Market Paris - Gambetta,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1443,Market Paris - Rochechouart,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1444,Market Paris - Saint Ouen,Désactivé,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
1445,Market Paris - Vouillé,Désactivé,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1446,Market Pechbonnieu,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1447,Market Peyrehorade - Bayonne,Activé,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1
1448,Market Pontault Combault,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1449,Market Rennes - Isly,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1450,Market Rennes - Villejean,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1321,Market Rieumes,Désactivé,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
1452,Market Rueil Malmaison - Colmar,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1453,Market Rueil Malmaison - Sue,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1454,Market Saint Gaultier,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1455,Market Saint Jean Pied De Port,Désactivé,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1
1456,Market Saint Pierre D'Irube,Activé,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1
1457,Market Salies De Bearn,Activé,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1
1458,Market Toulouse - Jean Rieux,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1459,Market Toulouse - Jolimont,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1460,Market Toulouse - Maourines,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1461,Market Toulouse - Saint Michel,Activé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1462,Market Vélizy - De Gaulle,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1463,Market Versailles,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1464,Market Vierzon - Forges,Activé,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1
1465,Market Vierzon - République,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1466,Market Vincennes,Désactivé,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1467,Market Rettel,Activé,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1
1468,Market Thionville,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1469,Market Belfort - Bohn,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1470,Market Amiens,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1471,Market Douai - Armes,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1472,Market Lille - Moselle,Désactivé,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1473,Carrefour Contact L'Absie,Désactivé,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1
1474,Carrefour Contact Salleboeuf,Désactivé,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1
1475,Market Les Aix d'Angillon,Activé,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1
1476,Market Saint-Lô,Désactivé,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1
1477,Market Bethune - Lille,Activé,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1
1478,Market Oullins,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,Carrefour Aurillac,Activé,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1
1480,Market Paris - Saint Marcel,Activé,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1
1481,Market Bezons,Désactivé,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1
1483,Market Bethune - Bar,Activé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,Market Evron,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,Market Laillé - Pont du Jour,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,Market Mauriac,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,Market Cusset - Charmeil,Désactivé,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
1490,Market Blois - Chavy,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,Market Le Mans - Piron,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,Market Malesherbes,Désactivé,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
1216,Market Nogent Le Roi,Désactivé,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
1494,Market La Chatre,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,Market Autreville,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1496,Market Vanves,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,Market Meudon,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,Market Maulette,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,Market Neuilly En Thelle,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,Market Magny En Vexin,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,Market Guignicourt,Désactivé,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
1502,Market Fumay,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,Market Braine,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,Market Cappelle La Grande,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,Market Chaulnes,Désactivé,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
1506,Market Quesnoy sur Deule,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,Market Blagny,Activé,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1
1508,Market Divion,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,Market Beuvry,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,Market Marigny,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,Market Pledran,Activé,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1
1512,Market Mezidon Canon,Désactivé,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
1513,Market Orbec - Vespiere,Désactivé,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1
1214,Market Laval,Désactivé,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
1515,Market Nivillac,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,Market Grand Champ - Vannes,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,Market Barneville Carteret,Désactivé,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
1518,Market Duclair,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,Market Saint Mihiel,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,Market Rocroi,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,Market Bourbonne Les Bains,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,Market Verton,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,Market Somain - Semard,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,Market Paris - Maubeuge,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,Market Paris - Nationale,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,Market Paris - Seine,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,Market Ploeuc-L'Hermitage,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,Market Plouha,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,Market Domfront,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,Market Penestin - Pontcano,Désactivé,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
1531,Market Coueron,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,Market Beuzeville,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,Market Coutances - Planche,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,Market La Haye Du Puits,Désactivé,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
1535,Market Sees,Désactivé,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
1536,Market Change Les Laval,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,Market St Martin Fontenay,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,Market St Pierre Montlimart,Désactivé,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
1539,Market Mauleon-Licharre,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,Market Bergerac - St Alvère,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,Market Salles,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,Market Vic Fezensac,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,Market Carbonne,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,Market Marmande - 2,Désactivé,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
1300,Market Bourg sur Gironde,Désactivé,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
1546,Market Ferrieres D'Aunis,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,Market Entraigues sur Sorgue,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,Market Vauvert,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,Market Vinon sur Verdon,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,Market Nice Le Ray,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,Market La Crau,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,Market St Flour,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,Market Borgo,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,Market Allauch,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,Market Chauffailles,Désactivé,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
1264,Market Le Coteau,Désactivé,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
1557,Market Amplepuis,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,Market Montbrison,Désactivé,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
1271,Market Roanne,Désactivé,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
1560,Market Anse,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,Market Gex,Désactivé,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
1562,Market Ferney Voltaire,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,Market Hagetmau,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,Market Mirande,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,Market Tartas,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,Market Os Marsillon,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,Market Pessac - Alouettes,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,Market Tarbes - Lacaussade,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,Market Mimizan,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,Market Condom - Hontaut,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,Market Pont L'Abbe D'Arnoul,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,Market Gimont,Désactivé,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
1573,Market Carentan,Désactivé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,Market Florange,Désactivé,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1
1575,Market Bernay,Activé,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1576,Market Sin Le Noble,Activé,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1
1577,Market Monteils,Activé,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1
1578,Market Saint Jean Pied De Port - Relais Delipop,Désactivé,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1
1580,Market Vimoutiers,Activé,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1
1581,Market Bordeaux Belvédère,Activé,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1603,Carrefour Montauban,Activé,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1
1604,Market Roost-Warendin,Activé,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1
1605,Carrefour La Ricamarie,Activé,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1
1606,Carrefour Avignon Cap Sud,Désactivé,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
1607,Carrefour Lanester,Activé,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1
1608,Carrefour Villefranche Sur Saone,Activé,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1
1609,Carrefour Albi,Activé,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1
1610,Carrefour Vals Pres Le Puy,Activé,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1
1611,Market Saint Martin Boulogne Nord,Activé,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1
1612,Market Villeneuve Sur Aisne,Activé,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1
1613,Carrefour Lons Le Saunier,Activé,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1
1614,Carrefour Clermont-Ferrand,Activé,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1
1615,Carrefour Saint-Jouan-des-Guérets,Activé,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1
1616,Carrefour Rennes Pacé,Activé,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1
1617,Carrefour Perrigny-lès-Dijon,Activé,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
1618,Carrefour Auxerre Monéteau,Activé,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1
1619,Carrefour Vichy,Activé,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
1620,Carrefour Ales,Activé,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1
1621,Carrefour Amphion,Désactivé,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1
1622,Carrefour Ermont,Activé,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1
1623,Carrefour Val d'Yerres-Boussy,Activé,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1
1624,Carrefour Belfort Andelnans,Activé,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1
1625,Carrefour Dole,Activé,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1
1626,Carrefour Montbéliard,Activé,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1
1627,Carrefour Vesoul,Activé,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1
1628,Carrefour Mulhouse-Dornach,Activé,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
1629,Carrefour Creil Saint-Maximin,Activé,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1
1630,Carrefour Reims Cormontreuil,Activé,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1
1631,Carrefour Reims Neuvillette,Activé,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1
1632,Carrefour Saint Quentin,Activé,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
1633,Carrefour Soissons,Activé,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
1634,Carrefour Cambrai Proville,Activé,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1
1636,Carrefour Dunkerque Coudeker,Activé,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1
1637,Carrefour Flers Villeneuve D'Ascq,Activé,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1
1638,Carrefour Wattignies,Activé,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1
1639,Carrefour Garges-lès-Gonesse,Activé,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
1640,Market Saint-Léonard-De-Noblat,Activé,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1
1641,Carrefour Bruay La Buissière,Activé,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
1642,Carrefour Courrières,Activé,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1
1643,Carrefour Saint Dizier,Activé,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1
1644,Carrefour Lens,Activé,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1
1645,Carrefour Villers Semeuse,Désactivé,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1
1646,Carrefour Arcueil,Activé,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
1647,Carrefour Blois,Activé,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1
